,date,open,high,low,close,volume,average,barCount,prev_day_score
1516,2024-02-13 08:30:00-06:00,4975.0,4982.0,4966.0,4968.0,232229.0,4973.6,60496,0.1051028437084621
1517,2024-02-13 09:00:00-06:00,4967.75,4982.75,4961.75,4975.25,287159.0,4973.175,69886,0.1051028437084621
1518,2024-02-13 10:00:00-06:00,4975.5,4988.25,4975.5,4980.5,164094.0,4983.325,39615,0.1051028437084621
1519,2024-02-13 11:00:00-06:00,4980.5,4983.0,4971.25,4972.75,129101.0,4977.85,31946,0.1051028437084621
1520,2024-02-13 12:00:00-06:00,4972.75,4974.5,4963.25,4965.5,122061.0,4969.35,29737,0.1051028437084621
1521,2024-02-13 13:00:00-06:00,4965.25,4965.5,4940.25,4943.0,234850.0,4951.625,51690,0.1051028437084621
1522,2024-02-13 14:00:00-06:00,4943.0,4972.5,4936.5,4971.75,390812.0,4955.425,69362,0.1051028437084621
1523,2024-02-13 15:00:00-06:00,4971.75,4974.25,4968.25,4973.25,75018.0,4970.825,12618,0.1051028437084621
1524,2024-02-14 08:30:00-06:00,4997.25,5002.25,4986.75,4998.0,159257.0,4994.975,43413,0.665503740310669
1525,2024-02-14 09:00:00-06:00,4998.0,5009.0,4988.5,4988.5,214926.0,4999.975,53786,0.665503740310669
1526,2024-02-14 10:00:00-06:00,4988.75,4992.25,4980.5,4982.25,199877.0,4986.5,49147,0.665503740310669
1527,2024-02-14 11:00:00-06:00,4982.5,4992.25,4972.75,4991.0,134763.0,4983.875,31608,0.665503740310669
1528,2024-02-14 12:00:00-06:00,4991.25,5000.5,4983.0,4995.0,123731.0,4991.925,30713,0.665503740310669
1529,2024-02-14 13:00:00-06:00,4995.0,5000.0,4981.25,4998.25,149273.0,4991.65,33727,0.665503740310669
1530,2024-02-14 14:00:00-06:00,4998.25,5020.25,4995.0,5015.25,257429.0,5010.05,44915,0.665503740310669
1531,2024-02-14 15:00:00-06:00,5015.0,5022.5,5013.0,5017.5,74515.0,5017.9,11922,0.665503740310669
1532,2024-02-15 08:30:00-06:00,5019.0,5030.0,5018.5,5022.75,140161.0,5024.2,36351,0.2490989565849304
1533,2024-02-15 09:00:00-06:00,5022.75,5032.0,5019.25,5024.25,178019.0,5025.075,47809,0.2490989565849304
1534,2024-02-15 10:00:00-06:00,5024.5,5027.75,5013.75,5024.25,146448.0,5020.925,37140,0.2490989565849304
1535,2024-02-15 11:00:00-06:00,5024.25,5032.0,5022.75,5026.5,96758.0,5028.475,22329,0.2490989565849304
1536,2024-02-15 12:00:00-06:00,5026.5,5043.25,5025.5,5040.25,134038.0,5036.85,29348,0.2490989565849304
1537,2024-02-15 13:00:00-06:00,5040.25,5048.5,5036.25,5044.75,117019.0,5042.15,26810,0.2490989565849304
1538,2024-02-15 14:00:00-06:00,5045.0,5047.5,5038.0,5046.75,210406.0,5043.325,37883,0.2490989565849304
1539,2024-02-15 15:00:00-06:00,5046.75,5051.75,5045.5,5050.5,80390.0,5048.95,9434,0.2490989565849304
1540,2024-02-16 08:30:00-06:00,5043.0,5045.25,5018.5,5022.25,188392.0,5033.05,42620,-0.0416414260864257
1541,2024-02-16 09:00:00-06:00,5022.25,5037.25,5012.75,5035.0,225551.0,5027.35,63801,-0.0416414260864257
1542,2024-02-16 10:00:00-06:00,5035.0,5050.25,5034.75,5048.0,137929.0,5043.85,36103,-0.0416414260864257
1543,2024-02-16 11:00:00-06:00,5048.0,5049.25,5042.25,5044.0,94447.0,5045.925,24613,-0.0416414260864257
1544,2024-02-16 12:00:00-06:00,5044.0,5049.5,5033.0,5049.5,111134.0,5041.05,28439,-0.0416414260864257
1545,2024-02-16 13:00:00-06:00,5049.5,5054.5,5024.75,5031.25,161925.0,5041.15,38718,-0.0416414260864257
1546,2024-02-16 14:00:00-06:00,5031.25,5033.25,5015.0,5020.5,217754.0,5023.9,47532,-0.0416414260864257
1547,2024-02-16 15:00:00-06:00,5020.5,5021.25,5013.0,5014.5,59189.0,5016.7,9193,-0.0416414260864257
1548,2024-02-20 08:30:00-06:00,5001.75,5009.25,4986.0,4991.25,192589.0,4996.2,47030,0.4993790984153747
1549,2024-02-20 09:00:00-06:00,4991.25,4994.75,4982.0,4994.75,214930.0,4987.775,61994,0.4993790984153747
1550,2024-02-20 10:00:00-06:00,4994.5,4997.5,4981.0,4981.75,130465.0,4990.525,37498,0.4993790984153747
1551,2024-02-20 11:00:00-06:00,4982.0,4982.25,4968.25,4979.25,145914.0,4976.075,39026,0.4993790984153747
1552,2024-02-20 12:00:00-06:00,4979.0,4984.0,4971.75,4983.5,103871.0,4978.3,28969,0.4993790984153747
1553,2024-02-20 13:00:00-06:00,4983.5,4992.75,4976.5,4991.75,114290.0,4984.55,30730,0.4993790984153747
1554,2024-02-20 14:00:00-06:00,4992.0,4993.5,4975.5,4992.5,259193.0,4986.475,54855,0.4993790984153747
1555,2024-02-20 15:00:00-06:00,4992.5,4993.0,4986.25,4989.5,49987.0,4989.8,8681,0.4993790984153747
1556,2024-02-21 08:30:00-06:00,4978.0,4980.75,4973.0,4976.75,143819.0,4976.775,34400,-0.515609622001648
1557,2024-02-21 09:00:00-06:00,4976.5,4984.75,4974.25,4976.75,148804.0,4979.2,40216,-0.515609622001648
1558,2024-02-21 10:00:00-06:00,4976.5,4987.0,4976.5,4983.75,100857.0,4982.15,27672,-0.515609622001648
1559,2024-02-21 11:00:00-06:00,4983.75,4984.5,4970.0,4979.25,113222.0,4975.625,29462,-0.515609622001648
1560,2024-02-21 12:00:00-06:00,4979.25,4981.5,4967.75,4977.0,124383.0,4975.9,32508,-0.515609622001648
1561,2024-02-21 13:00:00-06:00,4977.0,4984.75,4962.75,4969.75,201678.0,4972.1,51776,-0.515609622001648
1562,2024-02-21 14:00:00-06:00,4969.5,4998.25,4959.0,4995.75,277797.0,4981.525,55073,-0.515609622001648
1563,2024-02-21 15:00:00-06:00,4995.75,5020.5,4973.25,5018.75,118996.0,5000.1,33553,-0.515609622001648
1564,2024-02-22 08:30:00-06:00,5062.25,5076.75,5052.25,5072.5,222819.0,5063.575,57674,-1.004131019115448
1565,2024-02-22 09:00:00-06:00,5072.5,5079.5,5067.5,5069.75,264622.0,5072.025,68524,-1.004131019115448
1566,2024-02-22 10:00:00-06:00,5069.75,5081.5,5067.5,5075.0,145359.0,5075.6,38106,-1.004131019115448
1567,2024-02-22 11:00:00-06:00,5074.75,5087.5,5071.25,5087.0,96870.0,5080.475,25162,-1.004131019115448
1568,2024-02-22 12:00:00-06:00,5087.0,5095.25,5083.25,5095.25,96686.0,5089.825,23313,-1.004131019115448
1569,2024-02-22 13:00:00-06:00,5095.0,5107.75,5091.5,5094.75,162280.0,5099.9,35171,-1.004131019115448
1570,2024-02-22 14:00:00-06:00,5094.75,5105.75,5093.25,5097.5,275428.0,5099.475,53797,-1.004131019115448
1571,2024-02-22 15:00:00-06:00,5097.5,5097.5,5092.0,5093.25,70149.0,5095.3,12503,-1.004131019115448
1572,2024-02-23 08:30:00-06:00,5114.25,5123.5,5112.75,5119.0,160635.0,5118.8,37968,0.2456514239311218
1573,2024-02-23 09:00:00-06:00,5119.0,5121.25,5105.75,5108.5,190802.0,5114.7,52460,0.2456514239311218
1574,2024-02-23 10:00:00-06:00,5108.5,5109.75,5092.5,5106.5,187203.0,5100.825,46261,0.2456514239311218
1575,2024-02-23 11:00:00-06:00,5106.5,5111.5,5099.25,5108.0,126367.0,5106.1,31455,0.2456514239311218
1576,2024-02-23 12:00:00-06:00,5107.75,5112.25,5104.75,5106.75,73203.0,5108.475,19552,0.2456514239311218
1577,2024-02-23 13:00:00-06:00,5107.0,5107.5,5097.75,5105.0,96994.0,5102.55,26498,0.2456514239311218
1578,2024-02-23 14:00:00-06:00,5104.75,5109.25,5098.5,5099.75,199506.0,5103.7,38676,0.2456514239311218
1579,2024-02-23 15:00:00-06:00,5099.75,5100.25,5094.5,5094.75,66486.0,5097.825,9261,0.2456514239311218
1580,2024-02-26 08:30:00-06:00,5103.75,5108.0,5097.75,5102.75,122230.0,5103.975,29364,-0.1014060974121093
1581,2024-02-26 09:00:00-06:00,5102.75,5106.0,5094.5,5095.5,125550.0,5100.425,36368,-0.1014060974121093
1582,2024-02-26 10:00:00-06:00,5095.5,5099.75,5090.5,5098.0,101922.0,5095.2,26214,-0.1014060974121093
1583,2024-02-26 11:00:00-06:00,5097.75,5099.5,5092.0,5093.5,74571.0,5095.7,18409,-0.1014060974121093
1584,2024-02-26 12:00:00-06:00,5093.5,5096.5,5080.75,5089.25,127476.0,5088.1,31131,-0.1014060974121093
1585,2024-02-26 13:00:00-06:00,5089.0,5094.75,5085.5,5088.0,96748.0,5089.975,23127,-0.1014060974121093
1586,2024-02-26 14:00:00-06:00,5088.0,5093.75,5078.75,5080.0,190163.0,5085.375,36199,-0.1014060974121093
1587,2024-02-26 15:00:00-06:00,5080.0,5080.5,5076.25,5077.5,49355.0,5079.275,8259,-0.1014060974121093
1588,2024-02-27 08:30:00-06:00,5086.5,5087.0,5074.75,5080.75,115378.0,5079.875,30530,0.4971462711691856
1589,2024-02-27 09:00:00-06:00,5080.75,5085.5,5075.5,5081.0,146068.0,5080.175,42007,0.4971462711691856
1590,2024-02-27 10:00:00-06:00,5080.75,5081.5,5073.75,5078.5,87232.0,5077.6,24232,0.4971462711691856
1591,2024-02-27 11:00:00-06:00,5078.75,5079.75,5069.25,5070.0,86512.0,5074.375,22977,0.4971462711691856
1592,2024-02-27 12:00:00-06:00,5070.0,5078.5,5067.0,5077.5,97460.0,5073.125,26189,0.4971462711691856
1593,2024-02-27 13:00:00-06:00,5077.5,5086.75,5077.0,5086.25,98308.0,5082.125,22422,0.4971462711691856
1594,2024-02-27 14:00:00-06:00,5086.0,5091.75,5081.75,5088.5,152546.0,5087.55,31472,0.4971462711691856
1595,2024-02-27 15:00:00-06:00,5088.75,5093.0,5088.0,5090.25,41636.0,5090.25,6929,0.4971462711691856
1596,2024-02-28 08:30:00-06:00,5072.25,5077.25,5068.5,5072.0,135466.0,5073.1,40466,-0.5021689236164093
1597,2024-02-28 09:00:00-06:00,5072.0,5084.5,5071.0,5084.0,155667.0,5077.75,42113,-0.5021689236164093
1598,2024-02-28 10:00:00-06:00,5084.0,5087.75,5080.75,5084.75,116076.0,5085.125,30032,-0.5021689236164093
1599,2024-02-28 11:00:00-06:00,5085.0,5086.0,5073.5,5077.75,90841.0,5079.15,25484,-0.5021689236164093
1600,2024-02-28 12:00:00-06:00,5077.75,5087.25,5074.0,5085.75,84963.0,5082.075,21711,-0.5021689236164093
1601,2024-02-28 13:00:00-06:00,5085.5,5086.25,5071.0,5077.5,123273.0,5077.1,31084,-0.5021689236164093
1602,2024-02-28 14:00:00-06:00,5077.75,5082.0,5072.75,5081.5,173479.0,5078.45,36403,-0.5021689236164093
1603,2024-02-28 15:00:00-06:00,5081.5,5082.0,5066.75,5069.5,59814.0,5074.175,11588,-0.5021689236164093
1604,2024-02-29 08:30:00-06:00,5098.0,5105.5,5097.5,5102.0,140280.0,5101.975,35283,0.4993292093276977
1605,2024-02-29 09:00:00-06:00,5102.0,5104.5,5084.5,5091.25,203042.0,5092.925,55038,0.4993292093276977
1606,2024-02-29 10:00:00-06:00,5091.5,5094.25,5070.0,5083.5,179574.0,5083.375,46838,0.4993292093276977
1607,2024-02-29 11:00:00-06:00,5083.25,5091.25,5081.75,5090.5,146967.0,5086.05,33779,0.4993292093276977
1608,2024-02-29 12:00:00-06:00,5090.5,5096.0,5090.5,5095.0,116511.0,5093.85,24747,0.4993292093276977
1609,2024-02-29 13:00:00-06:00,5095.25,5100.0,5088.5,5094.5,129185.0,5094.725,27152,0.4993292093276977
1610,2024-02-29 14:00:00-06:00,5094.5,5114.5,5093.5,5096.75,340474.0,5103.775,56735,0.4993292093276977
1611,2024-02-29 15:00:00-06:00,5096.5,5103.25,5093.0,5100.75,133622.0,5098.975,20230,0.4993292093276977
1612,2024-03-01 08:30:00-06:00,5105.75,5111.75,5101.25,5107.0,134070.0,5106.65,35726,0.1989551305770874
1613,2024-03-01 09:00:00-06:00,5107.0,5124.5,5102.5,5122.75,250851.0,5114.775,67499,0.1989551305770874
1614,2024-03-01 10:00:00-06:00,5122.75,5130.25,5117.75,5127.5,169199.0,5125.5,36299,0.1989551305770874
1615,2024-03-01 11:00:00-06:00,5127.5,5137.0,5123.25,5134.5,141739.0,5131.85,27584,0.1989551305770874
1616,2024-03-01 12:00:00-06:00,5134.5,5143.5,5133.0,5142.75,141046.0,5137.95,24916,0.1989551305770874
1617,2024-03-01 13:00:00-06:00,5142.75,5149.25,5142.0,5147.25,135745.0,5145.475,28470,0.1989551305770874
1618,2024-03-01 14:00:00-06:00,5147.25,5148.0,5139.5,5145.0,222594.0,5144.6,40660,0.1989551305770874
1619,2024-03-01 15:00:00-06:00,5145.0,5145.25,5138.25,5138.75,73098.0,5141.925,8894,0.1989551305770874
1620,2024-03-04 08:30:00-06:00,5135.75,5141.5,5135.25,5140.25,147607.0,5138.625,34368,-1.0037962794303894
1621,2024-03-04 09:00:00-06:00,5140.5,5144.25,5136.0,5142.25,134796.0,5140.7,33067,-1.0037962794303894
1622,2024-03-04 10:00:00-06:00,5142.0,5143.75,5137.0,5142.75,103812.0,5140.75,27924,-1.0037962794303894
1623,2024-03-04 11:00:00-06:00,5142.75,5147.25,5140.25,5145.0,73770.0,5144.3,17508,-1.0037962794303894
1624,2024-03-04 12:00:00-06:00,5145.0,5146.25,5138.75,5143.0,78786.0,5142.775,19424,-1.0037962794303894
1625,2024-03-04 13:00:00-06:00,5143.25,5157.0,5141.5,5153.75,135619.0,5149.875,29280,-1.0037962794303894
1626,2024-03-04 14:00:00-06:00,5153.75,5157.75,5137.0,5137.75,249059.0,5144.475,48914,-1.0037962794303894
1627,2024-03-04 15:00:00-06:00,5137.75,5138.5,5133.25,5134.25,56316.0,5135.8,8712,-1.0037962794303894
1628,2024-03-05 08:30:00-06:00,5116.5,5117.5,5107.25,5110.5,181797.0,5112.15,45281,0.0929095413949754
1629,2024-03-05 09:00:00-06:00,5111.0,5121.5,5089.0,5095.25,331233.0,5101.85,89812,0.0929095413949754
1630,2024-03-05 10:00:00-06:00,5095.25,5098.25,5083.5,5090.75,170033.0,5091.3,45184,0.0929095413949754
1631,2024-03-05 11:00:00-06:00,5090.75,5099.25,5089.25,5094.0,128724.0,5094.525,32269,0.0929095413949754
1632,2024-03-05 12:00:00-06:00,5094.25,5095.75,5080.5,5081.75,137833.0,5088.725,35391,0.0929095413949754
1633,2024-03-05 13:00:00-06:00,5081.5,5087.75,5069.75,5071.25,170682.0,5079.275,42877,0.0929095413949754
1634,2024-03-05 14:00:00-06:00,5071.25,5088.25,5063.0,5085.75,359825.0,5075.3,67522,0.0929095413949754
1635,2024-03-05 15:00:00-06:00,5085.75,5092.0,5085.25,5091.25,71265.0,5088.95,12071,0.0929095413949754
1636,2024-03-06 08:30:00-06:00,5119.25,5122.25,5110.0,5112.75,158249.0,5115.45,44890,-0.0996797308325767
1637,2024-03-06 09:00:00-06:00,5112.75,5119.5,5097.75,5118.25,278599.0,5108.275,77823,-0.0996797308325767
1638,2024-03-06 10:00:00-06:00,5118.25,5130.25,5118.25,5126.0,196446.0,5124.425,48119,-0.0996797308325767
1639,2024-03-06 11:00:00-06:00,5126.0,5134.5,5124.25,5127.25,151030.0,5129.75,36854,-0.0996797308325767
1640,2024-03-06 12:00:00-06:00,5127.25,5133.5,5105.0,5115.25,253742.0,5118.95,68236,-0.0996797308325767
1641,2024-03-06 13:00:00-06:00,5115.0,5118.0,5098.5,5105.75,256860.0,5109.175,76637,-0.0996797308325767
1642,2024-03-06 14:00:00-06:00,5106.0,5116.5,5099.25,5112.0,273199.0,5108.025,71814,-0.0996797308325767
1643,2024-03-06 15:00:00-06:00,5112.0,5115.75,5110.75,5113.25,49011.0,5112.8,8116,-0.0996797308325767
1644,2024-03-07 08:30:00-06:00,5143.0,5148.0,5133.25,5145.75,201297.0,5142.1,49294,-0.4366901119550069
1645,2024-03-07 09:00:00-06:00,5145.5,5160.25,5141.25,5155.25,227775.0,5151.225,55658,-0.4366901119550069
1646,2024-03-07 10:00:00-06:00,5155.0,5159.0,5148.75,5158.0,146830.0,5153.9,36929,-0.4366901119550069
1647,2024-03-07 11:00:00-06:00,5158.0,5161.25,5151.75,5157.25,116114.0,5156.975,26338,-0.4366901119550069
1648,2024-03-07 12:00:00-06:00,5157.0,5170.5,5153.75,5168.75,124027.0,5162.825,25033,-0.4366901119550069
1649,2024-03-07 13:00:00-06:00,5168.75,5170.25,5159.0,5160.5,134944.0,5164.975,26848,-0.4366901119550069
1650,2024-03-07 14:00:00-06:00,5160.5,5167.75,5152.0,5159.75,273023.0,5160.275,51619,-0.4366901119550069
1651,2024-03-07 15:00:00-06:00,5159.5,5160.0,5143.75,5157.25,94681.0,5155.025,20354,-0.4366901119550069
1652,2024-03-08 08:30:00-06:00,5165.0,5188.75,5163.25,5188.25,206498.0,5175.3,60683,0.0
1653,2024-03-08 09:00:00-06:00,5188.25,5193.0,5180.0,5186.0,233296.0,5187.275,59425,0.0
1654,2024-03-08 10:00:00-06:00,5186.25,5187.25,5149.75,5150.5,359433.0,5164.025,99310,0.0
1655,2024-03-08 11:00:00-06:00,5150.5,5159.75,5133.5,5136.0,256815.0,5150.275,69489,0.0
1656,2024-03-08 12:00:00-06:00,5136.0,5143.5,5121.75,5127.25,217941.0,5132.0,54953,0.0
1657,2024-03-08 13:00:00-06:00,5127.5,5155.25,5126.75,5149.0,161769.0,5144.175,40811,0.0
1658,2024-03-08 14:00:00-06:00,5149.0,5154.75,5127.5,5128.25,228825.0,5136.15,54514,0.0
1659,2024-03-08 15:00:00-06:00,5128.5,5137.25,5127.5,5132.0,63171.0,5133.05,9318,0.0
1660,2024-03-11 08:30:00-05:00,5114.25,5119.0,5103.75,5104.0,101248.0,5113.8,33313,0.9986408352851868
1661,2024-03-11 09:00:00-05:00,5104.0,5117.0,5094.75,5115.25,114409.0,5102.95,33739,0.9986408352851868
1662,2024-03-11 10:00:00-05:00,5115.5,5118.75,5101.75,5118.25,80085.0,5111.025,23099,0.9986408352851868
1663,2024-03-11 11:00:00-05:00,5118.25,5121.5,5109.5,5120.0,50617.0,5116.525,15530,0.9986408352851868
1664,2024-03-11 12:00:00-05:00,5120.0,5126.25,5111.75,5120.25,50485.0,5118.125,14832,0.9986408352851868
1665,2024-03-11 13:00:00-05:00,5120.5,5129.0,5116.75,5126.25,42958.0,5122.0,12678,0.9986408352851868
1666,2024-03-11 14:00:00-05:00,5126.0,5126.25,5115.25,5122.75,69227.0,5121.3,18033,0.9986408352851868
1667,2024-03-11 15:00:00-05:00,5122.75,5129.0,5121.5,5128.25,18775.0,5124.65,4067,0.9986408352851868
1668,2024-03-12 08:30:00-05:00,5143.75,5147.5,5117.75,5143.5,61601.0,5131.025,21691,0.0
1669,2024-03-12 09:00:00-05:00,5143.5,5174.5,5139.0,5169.0,79240.0,5158.15,24136,0.0
1670,2024-03-12 10:00:00-05:00,5169.0,5175.0,5161.0,5168.25,47084.0,5168.975,14952,0.0
1671,2024-03-12 11:00:00-05:00,5168.0,5169.0,5144.75,5153.25,38567.0,5156.175,12156,0.0
1672,2024-03-12 12:00:00-05:00,5153.25,5156.0,5146.25,5148.25,5217.0,5150.45,2061,0.0
